"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,
1976 to 2025(1) annual averages,,,,,,,,,
,,,,,,,,,
FIPS Code,State and area,Year,Civilian non-institutional population,Civilian labor force,,,,,
,,,,Total,Percent of population,Employment,,Unemployment,
,,,,,,Total,Percent of population,Total,Rate
,,,,,,Labor force,,level,rate
,,,,,,,,,
30,Montana,2007,"7,54,467   ","5,07,912   ",67.3   ,"4,90,695   ",65.0   ,"17,217   ",3.4   
31,Nebraska,2007,"13,53,225   ","9,86,799   ",72.9   ,"9,57,575   ",70.8   ,"29,224   ",3.0   
32,Nevada,2007,"19,80,133   ","13,76,294   ",69.5   ,"13,10,637   ",66.2   ,"65,657   ",4.8   
33,New Hampshire,2007,"10,35,990   ","7,33,906   ",70.8   ,"7,07,986   ",68.3   ,"25,920   ",3.5   
34,New Jersey,2007,"67,32,084   ","44,58,637   ",66.2   ,"42,71,086   ",63.4   ,"1,87,551   ",4.2   
35,New Mexico,2007,"15,05,739   ","9,31,402   ",61.9   ,"8,98,296   ",59.7   ,"33,106   ",3.6   
36,New York,2007,"1,51,39,074   ","94,78,804   ",62.6   ,"90,59,704   ",59.8   ,"4,19,100   ",4.4   
51000,New York city,2007,"64,64,391   ","38,26,881   ",59.2   ,"36,41,998   ",56.3   ,"1,84,883   ",4.8   
37,North Carolina,2007,"69,58,834   ","45,64,530   ",65.6   ,"43,48,843   ",62.5   ,"2,15,687   ",4.7   
38,North Dakota,2007,"5,06,321   ","3,74,278   ",73.9   ,"3,62,870   ",71.7   ,"11,408   ",3.0   
39,Ohio,2007,"88,90,923   ","60,09,611   ",67.6   ,"56,72,719   ",63.8   ,"3,36,892   ",5.6   
40,Oklahoma,2007,"27,45,396   ","17,39,154   ",63.3   ,"16,70,113   ",60.8   ,"69,041   ",4.0   
41,Oregon,2007,"29,19,496   ","19,07,997   ",65.4   ,"18,09,129   ",62.0   ,"98,868   ",5.2   
42,Pennsylvania,2007,"98,86,669   ","63,84,094   ",64.6   ,"60,90,513   ",61.6   ,"2,93,581   ",4.6   
44,Rhode Island,2007,"8,34,745   ","5,69,883   ",68.3   ,"5,40,744   ",64.8   ,"29,139   ",5.1   
45,South Carolina,2007,"34,05,022   ","21,67,128   ",63.6   ,"20,45,344   ",60.1   ,"1,21,784   ",5.6   
46,South Dakota,2007,"5,99,709   ","4,33,189   ",72.2   ,"4,20,861   ",70.2   ,"12,328   ",2.8   
47,Tennessee,2007,"47,68,434   ","30,47,654   ",63.9   ,"29,06,077   ",60.9   ,"1,41,577   ",4.6   
48,Texas,2007,"1,75,19,152   ","1,15,30,784   ",65.8   ,"1,10,27,044   ",62.9   ,"5,03,740   ",4.4   
49,Utah,2007,"18,56,699   ","13,47,530   ",72.6   ,"13,12,979   ",70.7   ,"34,551   ",2.6   
50,Vermont,2007,"5,00,130   ","3,51,859   ",70.4   ,"3,38,213   ",67.6   ,"13,646   ",3.9   
51,Virginia,2007,"59,18,839   ","40,77,292   ",68.9   ,"39,51,277   ",66.8   ,"1,26,015   ",3.1   
53,Washington,2007,"50,04,379   ","33,95,364   ",67.8   ,"32,38,965   ",64.7   ,"1,56,399   ",4.6   
54,West Virginia,2007,"14,61,935   ","8,08,237   ",55.3   ,"7,72,017   ",52.8   ,"36,220   ",4.5   
55,Wisconsin,2007,"43,53,098   ","30,82,366   ",70.8   ,"29,33,930   ",67.4   ,"1,48,436   ",4.8   
56,Wyoming,2007,"4,11,488   ","2,95,725   ",71.9   ,"2,87,623   ",69.9   ,"8,102   ",2.7   
01,Alabama,2008,"36,36,288   ","21,99,991   ",60.5   ,"20,70,031   ",56.9   ,"1,29,960   ",5.9   
02,Alaska,2008,"5,02,080   ","3,55,598   ",70.8   ,"3,32,559   ",66.2   ,"23,039   ",6.5   
04,Arizona,2008,"47,29,441   ","30,20,850   ",63.9   ,"28,46,865   ",60.2   ,"1,73,985   ",5.8   
05,Arkansas,2008,"21,97,607   ","13,63,026   ",62.0   ,"12,89,448   ",58.7   ,"73,578   ",5.4   
06,California,2008,"2,78,58,490   ","1,83,67,359   ",65.9   ,"1,70,34,912   ",61.1   ,"13,32,447   ",7.3   
037,Los Angeles County,2008,"75,27,270   ","49,81,899   ",66.2   ,"46,07,862   ",61.2   ,"3,74,037   ",7.5   
08,Colorado,2008,"37,37,384   ","27,07,692   ",72.4   ,"25,77,260   ",69.0   ,"1,30,432   ",4.8   
09,Connecticut,2008,"27,60,360   ","18,98,576   ",68.8   ,"17,91,857   ",64.9   ,"1,06,719   ",5.6   
10,Delaware,2008,"6,85,784   ","4,54,523   ",66.3   ,"4,32,555   ",63.1   ,"21,968   ",4.8   
11,District of Columbia,2008,"4,84,649   ","3,38,728   ",69.9   ,"3,16,700   ",65.3   ,"22,028   ",6.5   
12,Florida,2008,"1,46,84,022   ","93,13,307   ",63.4   ,"87,27,506   ",59.4   ,"5,85,801   ",6.3   
13,Georgia,2008,"71,14,104   ","48,08,397   ",67.6   ,"45,01,493   ",63.3   ,"3,06,904   ",6.4   
15,Hawaii,2008,"10,17,740   ","6,65,110   ",65.4   ,"6,38,047   ",62.7   ,"27,063   ",4.1   
16,Idaho,2008,"11,36,380   ","7,61,344   ",67.0   ,"7,23,530   ",63.7   ,"37,814   ",5.0   
17,Illinois,2008,"97,77,045   ","66,23,743   ",67.7   ,"61,95,225   ",63.4   ,"4,28,518   ",6.5   
18,Indiana,2008,"48,99,433   ","32,56,393   ",66.5   ,"30,64,708   ",62.6   ,"1,91,685   ",5.9   
19,Iowa,2008,"23,30,701   ","16,89,415   ",72.5   ,"16,19,952   ",69.5   ,"69,463   ",4.1   
20,Kansas,2008,"21,15,617   ","14,92,499   ",70.5   ,"14,24,553   ",67.3   ,"67,946   ",4.6   
21,Kentucky,2008,"33,00,963   ","20,36,279   ",61.7   ,"19,04,187   ",57.7   ,"1,32,092   ",6.5   
22,Louisiana,2008,"33,69,869   ","20,77,488   ",61.6   ,"19,80,828   ",58.8   ,"96,660   ",4.7   
23,Maine,2008,"10,69,064   ","7,05,690   ",66.0   ,"6,67,847   ",62.5   ,"37,843   ",5.4   
24,Maryland,2008,"44,03,581   ","30,56,843   ",69.4   ,"29,25,330   ",66.4   ,"1,31,513   ",4.3   
25,Massachusetts,2008,"51,45,129   ","34,43,949   ",66.9   ,"32,61,415   ",63.4   ,"1,82,534   ",5.3   
26,Michigan,2008,"77,23,884   ","48,90,848   ",63.3   ,"44,90,168   ",58.1   ,"4,00,680   ",8.2   
27,Minnesota,2008,"40,51,481   ","29,15,355   ",72.0   ,"27,57,599   ",68.1   ,"1,57,756   ",5.4   
28,Mississippi,2008,"22,03,487   ","13,01,985   ",59.1   ,"12,14,914   ",55.1   ,"87,071   ",6.7   
29,Missouri,2008,"45,62,772   ","30,57,113   ",67.0   ,"28,69,787   ",62.9   ,"1,87,326   ",6.1   
30,Montana,2008,"7,64,643   ","5,14,562   ",67.3   ,"4,90,487   ",64.1   ,"24,075   ",4.7   
31,Nebraska,2008,"13,64,547   ","9,96,118   ",73.0   ,"9,63,903   ",70.6   ,"32,215   ",3.2   
32,Nevada,2008,"20,25,339   ","14,06,367   ",69.4   ,"13,09,453   ",64.7   ,"96,914   ",6.9   
33,New Hampshire,2008,"10,43,442   ","7,38,310   ",70.8   ,"7,10,619   ",68.1   ,"27,691   ",3.8   
34,New Jersey,2008,"67,74,763   ","45,21,751   ",66.7   ,"42,77,489   ",63.1   ,"2,44,262   ",5.4   
35,New Mexico,2008,"15,25,784   ","9,45,619   ",62.0   ,"9,04,195   ",59.3   ,"41,424   ",4.4   
36,New York,2008,"1,52,11,858   ","96,11,653   ",63.2   ,"90,94,555   ",59.8   ,"5,17,098   ",5.4   
51000,New York city,2008,"64,97,647   ","39,14,543   ",60.2   ,"36,97,491   ",56.9   ,"2,17,052   ",5.5   
37,North Carolina,2008,"71,03,717   ","46,26,375   ",65.1   ,"43,53,233   ",61.3   ,"2,73,142   ",5.9   
38,North Dakota,2008,"5,10,999   ","3,78,963   ",74.2   ,"3,67,443   ",71.9   ,"11,520   ",3.0   
39,Ohio,2008,"89,19,969   ","59,95,596   ",67.2   ,"56,02,048   ",62.8   ,"3,93,548   ",6.6   
40,Oklahoma,2008,"27,76,180   ","17,61,547   ",63.5   ,"16,98,274   ",61.2   ,"63,273   ",3.6   
41,Oregon,2008,"29,62,808   ","19,46,183   ",65.7   ,"18,24,034   ",61.6   ,"1,22,149   ",6.3   
42,Pennsylvania,2008,"99,53,994   ","64,84,086   ",65.1   ,"61,36,534   ",61.6   ,"3,47,552   ",5.4   
44,Rhode Island,2008,"8,35,281   ","5,66,960   ",67.9   ,"5,23,792   ",62.7   ,"43,168   ",7.6   
45,South Carolina,2008,"34,75,376   ","21,75,274   ",62.6   ,"20,25,641   ",58.3   ,"1,49,633   ",6.9   
46,South Dakota,2008,"6,05,576   ","4,34,912   ",71.8   ,"4,21,598   ",69.6   ,"13,314   ",3.1   
47,Tennessee,2008,"48,31,311   ","30,67,902   ",63.5   ,"28,69,477   ",59.4   ,"1,98,425   ",6.5   
48,Texas,2008,"1,78,89,906   ","1,17,82,209   ",65.9   ,"1,12,10,755   ",62.7   ,"5,71,454   ",4.9   
49,Utah,2008,"18,95,851   ","13,54,743   ",71.5   ,"13,09,543   ",69.1   ,"45,200   ",3.3   
50,Vermont,2008,"5,02,250   ","3,52,474   ",70.2   ,"3,36,788   ",67.1   ,"15,686   ",4.5   
51,Virginia,2008,"59,96,951   ","41,71,504   ",69.6   ,"40,01,991   ",66.7   ,"1,69,513   ",4.1   
53,Washington,2008,"50,87,664   ","34,55,916   ",67.9   ,"32,77,816   ",64.4   ,"1,78,100   ",5.2   
54,West Virginia,2008,"14,68,685   ","8,10,940   ",55.2   ,"7,74,547   ",52.7   ,"36,393   ",4.5   
55,Wisconsin,2008,"43,83,183   ","30,92,766   ",70.6   ,"29,40,891   ",67.1   ,"1,51,875   ",4.9   
56,Wyoming,2008,"4,20,073   ","3,01,436   ",71.8   ,"2,92,416   ",69.6   ,"9,020   ",3.0   
01,Alabama,2009,"36,71,659   ","21,71,225   ",59.1   ,"19,59,701   ",53.4   ,"2,11,524   ",9.7   
02,Alaska,2009,"5,12,350   ","3,58,988   ",70.1   ,"3,30,809   ",64.6   ,"28,179   ",7.8   
04,Arizona,2009,"47,93,262   ","30,56,319   ",63.8   ,"27,59,292   ",57.6   ,"2,97,027   ",9.7   
05,Arkansas,2009,"22,16,349   ","13,60,164   ",61.4   ,"12,55,195   ",56.6   ,"1,04,969   ",7.7   
06,California,2009,"2,82,33,194   ","1,84,30,785   ",65.3   ,"1,63,17,811   ",57.8   ,"21,12,974   ",11.5   
037,Los Angeles County,2009,"76,02,922   ","49,62,877   ",65.3   ,"43,84,147   ",57.7   ,"5,78,730   ",11.7   
08,Colorado,2009,"38,04,184   ","27,14,093   ",71.3   ,"24,97,997   ",65.7   ,"2,16,096   ",8.0   
09,Connecticut,2009,"27,84,233   ","19,08,696   ",68.6   ,"17,51,195   ",62.9   ,"1,57,501   ",8.3   
10,Delaware,2009,"6,94,761   ","4,44,228   ",63.9   ,"4,07,901   ",58.7   ,"36,327   ",8.2   
11,District of Columbia,2009,"4,93,949   ","3,42,159   ",69.3   ,"3,09,461   ",62.7   ,"32,698   ",9.6   
12,Florida,2009,"1,48,23,259   ","91,97,903   ",62.1   ,"82,56,432   ",55.7   ,"9,41,471   ",10.2   
13,Georgia,2009,"72,05,868   ","47,12,977   ",65.4   ,"42,44,935   ",58.9   ,"4,68,042   ",9.9   
15,Hawaii,2009,"10,29,711   ","6,58,601   ",64.0   ,"6,15,748   ",59.8   ,"42,853   ",6.5   
16,Idaho,2009,"11,52,486   ","7,68,290   ",66.7   ,"6,98,658   ",60.6   ,"69,632   ",9.1   
17,Illinois,2009,"98,37,829   ","65,69,358   ",66.8   ,"59,14,561   ",60.1   ,"6,54,797   ",10.0   
18,Indiana,2009,"49,35,567   ","32,23,220   ",65.3   ,"28,94,655   ",58.6   ,"3,28,565   ",10.2   
19,Iowa,2009,"23,46,129   ","16,86,943   ",71.9   ,"15,77,433   ",67.2   ,"1,09,510   ",6.5   
20,Kansas,2009,"21,33,696   ","15,16,614   ",71.1   ,"14,09,522   ",66.1   ,"1,07,092   ",7.1   
21,Kentucky,2009,"33,21,190   ","20,60,598   ",62.0   ,"18,41,489   ",55.4   ,"2,19,109   ",10.6   
22,Louisiana,2009,"34,08,382   ","20,80,582   ",61.0   ,"19,41,423   ",57.0   ,"1,39,159   ",6.7   
23,Maine,2009,"10,72,450   ","7,01,233   ",65.4   ,"6,42,949   ",60.0   ,"58,284   ",8.3   
24,Maryland,2009,"44,49,961   ","30,73,166   ",69.1   ,"28,53,987   ",64.1   ,"2,19,179   ",7.1   
25,Massachusetts,2009,"51,92,760   ","34,48,726   ",66.4   ,"31,67,783   ",61.0   ,"2,80,943   ",8.1   
26,Michigan,2009,"77,17,411   ","48,55,150   ",62.9   ,"41,99,784   ",54.4   ,"6,55,366   ",13.5   
27,Minnesota,2009,"40,84,893   ","29,29,503   ",71.7   ,"27,03,117   ",66.2   ,"2,26,386   ",7.7   
28,Mississippi,2009,"22,18,414   ","12,75,678   ",57.5   ,"11,57,722   ",52.2   ,"1,17,956   ",9.2   
29,Missouri,2009,"45,95,123   ","30,60,865   ",66.6   ,"27,82,317   ",60.5   ,"2,78,548   ",9.1   
30,Montana,2009,"7,72,372   ","5,03,970   ",65.2   ,"4,68,135   ",60.6   ,"35,835   ",7.1   
31,Nebraska,2009,"13,77,287   ","9,94,670   ",72.2   ,"9,48,668   ",68.9   ,"46,002   ",4.6   
32,Nevada,2009,"20,54,932   ","13,86,252   ",67.5   ,"12,32,890   ",60.0   ,"1,53,362   ",11.1   
33,New Hampshire,2009,"10,48,430   ","7,33,593   ",70.0   ,"6,89,176   ",65.7   ,"44,417   ",6.1   
34,New Jersey,2009,"68,25,719   ","45,72,772   ",67.0   ,"41,67,938   ",61.1   ,"4,04,834   ",8.9   
35,New Mexico,2009,"15,46,331   ","9,36,477   ",60.6   ,"8,70,351   ",56.3   ,"66,126   ",7.1   
36,New York,2009,"1,52,86,122   ","96,48,586   ",63.1   ,"88,36,990   ",57.8   ,"8,11,596   ",8.4   
51000,New York city,2009,"65,26,381   ","39,53,638   ",60.6   ,"35,84,982   ",54.9   ,"3,68,656   ",9.3   
37,North Carolina,2009,"72,22,426   ","46,62,548   ",64.6   ,"41,57,914   ",57.6   ,"5,04,634   ",10.8   
38,North Dakota,2009,"5,17,343   ","3,78,415   ",73.1   ,"3,63,635   ",70.3   ,"14,780   ",3.9   
39,Ohio,2009,"89,42,899   ","59,04,242   ",66.0   ,"52,99,638   ",59.3   ,"6,04,604   ",10.2   
40,Oklahoma,2009,"28,11,523   ","17,88,782   ",63.6   ,"16,72,136   ",59.5   ,"1,16,646   ",6.5   
41,Oregon,2009,"29,99,342   ","19,57,991   ",65.3   ,"17,49,576   ",58.3   ,"2,08,415   ",10.6   
42,Pennsylvania,2009,"1,00,13,368   ","64,34,166   ",64.3   ,"59,18,325   ",59.1   ,"5,15,841   ",8.0   
44,Rhode Island,2009,"8,38,184   ","5,67,454   ",67.7   ,"5,03,921   ",60.1   ,"63,533   ",11.2   
45,South Carolina,2009,"35,30,767   ","21,76,789   ",61.7   ,"19,37,493   ",54.9   ,"2,39,296   ",11.0   
46,South Dakota,2009,"6,10,946   ","4,39,743   ",72.0   ,"4,19,499   ",68.7   ,"20,244   ",4.6   
47,Tennessee,2009,"48,79,368   ","30,50,382   ",62.5   ,"27,33,219   ",56.0   ,"3,17,163   ",10.4   
48,Texas,2009,"1,82,62,198   ","1,20,30,605   ",65.9   ,"1,11,15,839   ",60.9   ,"9,14,766   ",7.6   
49,Utah,2009,"19,28,868   ","13,59,159   ",70.5   ,"12,55,748   ",65.1   ,"1,03,411   ",7.6   
50,Vermont,2009,"5,04,382   ","3,59,499   ",71.3   ,"3,36,017   ",66.6   ,"23,482   ",6.5   
51,Virginia,2009,"60,80,651   ","41,86,500   ",68.8   ,"39,02,462   ",64.2   ,"2,84,038   ",6.8   
53,Washington,2009,"51,72,403   ","35,30,397   ",68.3   ,"32,10,368   ",62.1   ,"3,20,029   ",9.1   
54,West Virginia,2009,"14,75,795   ","8,15,892   ",55.3   ,"7,50,914   ",50.9   ,"64,978   ",8.0   
55,Wisconsin,2009,"44,10,579   ","31,07,613   ",70.5   ,"28,32,958   ",64.2   ,"2,74,655   ",8.8   
56,Wyoming,2009,"4,28,647   ","3,04,857   ",71.1   ,"2,85,709   ",66.7   ,"19,148   ",6.3   
01,Alabama,2010,"37,05,219   ","22,15,931   ",59.8   ,"19,86,101   ",53.6   ,"2,29,830   ",10.4   
02,Alaska,2010,"5,18,596   ","3,60,841   ",69.6   ,"3,31,895   ",64.0   ,"28,946   ",8.0   
04,Arizona,2010,"48,49,921   ","30,48,043   ",62.8   ,"27,32,149   ",56.3   ,"3,15,894   ",10.4   
05,Arkansas,2010,"22,35,623   ","13,55,418   ",60.6   ,"12,49,254   ",55.9   ,"1,06,164   ",7.8   
06,California,2010,"2,86,10,792   ","1,83,63,548   ",64.2   ,"1,60,96,140   ",56.3   ,"22,67,408   ",12.3   
037,Los Angeles County,2010,"76,61,887   ","49,29,934   ",64.3   ,"43,08,639   ",56.2   ,"6,21,295   ",12.6   
08,Colorado,2010,"38,59,878   ","27,11,519   ",70.2   ,"24,63,008   ",63.8   ,"2,48,511   ",9.2   
09,Connecticut,2010,"28,09,011   ","19,18,073   ",68.3   ,"17,35,686   ",61.8   ,"1,82,387   ",9.5   
10,Delaware,2010,"7,03,268   ","4,36,163   ",62.0   ,"3,99,917   ",56.9   ,"36,246   ",8.3   
11,District of Columbia,2010,"5,04,628   ","3,47,000   ",68.8   ,"3,13,065   ",62.0   ,"33,935   ",9.8   
12,Florida,2010,"1,49,98,978   ","92,46,529   ",61.6   ,"82,05,377   ",54.7   ,"10,41,152   ",11.3   
13,Georgia,2010,"72,96,428   ","46,87,372   ",64.2   ,"41,99,634   ",57.6   ,"4,87,738   ",10.4   
15,Hawaii,2010,"10,43,990   ","6,60,816   ",63.3   ,"6,16,411   ",59.0   ,"44,405   ",6.7   
16,Idaho,2010,"11,66,351   ","7,65,440   ",65.6   ,"6,95,535   ",59.6   ,"69,905   ",9.1   
17,Illinois,2010,"98,98,139   ","66,01,932   ",66.7   ,"59,14,278   ",59.8   ,"6,87,654   ",10.4   
18,Indiana,2010,"49,70,539   ","31,79,227   ",64.0   ,"28,61,071   ",57.6   ,"3,18,156   ",10.0   
19,Iowa,2010,"23,61,787   ","16,76,874   ",71.0   ,"15,74,856   ",66.7   ,"1,02,018   ",6.1   
20,Kansas,2010,"21,50,285   ","15,00,707   ",69.8   ,"13,96,228   ",64.9   ,"1,04,479   ",7.0   
21,Kentucky,2010,"33,48,232   ","20,64,566   ",61.7   ,"18,51,579   ",55.3   ,"2,12,987   ",10.3   
22,Louisiana,2010,"34,43,001   ","20,89,869   ",60.7   ,"19,34,492   ",56.2   ,"1,55,377   ",7.4   
23,Maine,2010,"10,75,265   ","6,99,120   ",65.0   ,"6,40,480   ",59.6   ,"58,640   ",8.4   
24,Maryland,2010,"45,04,427   ","30,87,395   ",68.5   ,"28,47,701   ",63.2   ,"2,39,694   ",7.8   
25,Massachusetts,2010,"52,42,477   ","34,69,441   ",66.2   ,"31,87,963   ",60.8   ,"2,81,478   ",8.1   
26,Michigan,2010,"77,26,186   ","47,70,762   ",61.7   ,"41,61,342   ",53.9   ,"6,09,420   ",12.8   
27,Minnesota,2010,"41,16,599   ","29,43,179   ",71.5   ,"27,25,505   ",66.2   ,"2,17,674   ",7.4   
28,Mississippi,2010,"22,32,894   ","13,12,769   ",58.8   ,"11,79,529   ",52.8   ,"1,33,240   ",10.1   
29,Missouri,2010,"46,25,084   ","30,35,790   ",65.6   ,"27,49,454   ",59.4   ,"2,86,336   ",9.4   
30,Montana,2010,"7,78,695   ","5,01,695   ",64.4   ,"4,65,750   ",59.8   ,"35,945   ",7.2   
31,Nebraska,2010,"13,90,474   ","9,93,916   ",71.5   ,"9,47,668   ",68.2   ,"46,248   ",4.7   
32,Nevada,2010,"20,75,656   ","13,64,267   ",65.7   ,"11,83,268   ",57.0   ,"1,80,999   ",13.3   
33,New Hampshire,2010,"10,53,483   ","7,36,516   ",69.9   ,"6,91,838   ",65.7   ,"44,678   ",6.1   
34,New Jersey,2010,"68,84,202   ","45,86,241   ",66.6   ,"41,42,277   ",60.2   ,"4,43,964   ",9.7   
35,New Mexico,2010,"15,68,422   ","9,35,251   ",59.6   ,"8,61,949   ",55.0   ,"73,302   ",7.8   
36,New York,2010,"1,53,80,232   ","96,33,208   ",62.6   ,"87,90,756   ",57.2   ,"8,42,452   ",8.7   
51000,New York city,2010,"65,69,484   ","39,79,356   ",60.6   ,"35,96,745   ",54.7   ,"3,82,611   ",9.6   
37,North Carolina,2010,"73,19,503   ","46,49,009   ",63.5   ,"41,45,612   ",56.6   ,"5,03,397   ",10.8   
38,North Dakota,2010,"5,24,891   ","3,83,034   ",73.0   ,"3,69,028   ",70.3   ,"14,006   ",3.7   
39,Ohio,2010,"89,68,620   ","58,49,583   ",65.2   ,"52,63,158   ",58.7   ,"5,86,425   ",10.0   
40,Oklahoma,2010,"28,42,070   ","17,70,824   ",62.3   ,"16,56,154   ",58.3   ,"1,14,670   ",6.5   
41,Oregon,2010,"30,31,811   ","19,84,302   ",65.4   ,"17,74,138   ",58.5   ,"2,10,164   ",10.6   
42,Pennsylvania,2010,"1,00,72,684   ","63,63,081   ",63.2   ,"58,44,268   ",58.0   ,"5,18,813   ",8.2   
44,Rhode Island,2010,"8,42,519   ","5,71,220   ",67.8   ,"5,04,776   ",59.9   ,"66,444   ",11.6   
45,South Carolina,2010,"35,73,592   ","21,70,408   ",60.7   ,"19,29,604   ",54.0   ,"2,40,804   ",11.1   
46,South Dakota,2010,"6,17,358   ","4,41,257   ",71.5   ,"4,19,777   ",68.0   ,"21,480   ",4.9   
47,Tennessee,2010,"49,28,415   ","30,94,834   ",62.8   ,"27,91,618   ",56.6   ,"3,03,216   ",9.8   
48,Texas,2010,"1,86,09,726   ","1,22,77,840   ",66.0   ,"1,12,64,356   ",60.5   ,"10,13,484   ",8.3   
49,Utah,2010,"19,59,474   ","13,48,500   ",68.8   ,"12,37,065   ",63.1   ,"1,11,435   ",8.3   
50,Vermont,2010,"5,07,462   ","3,59,040   ",70.8   ,"3,36,678   ",66.3   ,"22,362   ",6.2   
51,Virginia,2010,"61,66,252   ","41,56,228   ",67.4   ,"38,72,674   ",62.8   ,"2,83,554   ",6.8   
53,Washington,2010,"52,45,555   ","35,19,536   ",67.1   ,"31,67,286   ",60.4   ,"3,52,250   ",10.0   
54,West Virginia,2010,"14,82,418   ","8,10,914   ",54.7   ,"7,42,558   ",50.1   ,"68,356   ",8.4   
55,Wisconsin,2010,"44,34,796   ","30,80,138   ",69.5   ,"28,20,966   ",63.6   ,"2,59,172   ",8.4   
56,Wyoming,2010,"4,33,615   ","3,04,987   ",70.3   ,"2,83,998   ",65.5   ,"20,989   ",6.9   
01,Alabama,2011,"37,32,306   ","22,18,250   ",59.4   ,"20,06,247   ",53.8   ,"2,12,003   ",9.6   
02,Alaska,2011,"5,28,312   ","3,63,636   ",68.8   ,"3,35,936   ",63.6   ,"27,700   ",7.6   
04,Arizona,2011,"49,05,317   ","30,16,524   ",61.5   ,"27,29,835   ",55.7   ,"2,86,689   ",9.5   
05,Arkansas,2011,"22,51,806   ","13,56,755   ",60.3   ,"12,49,876   ",55.5   ,"1,06,879   ",7.9   
06,California,2011,"2,89,59,521   ","1,83,57,603   ",63.4   ,"1,62,02,933   ",56.0   ,"21,54,670   ",11.7   
037,Los Angeles County,2011,"77,36,079   ","49,23,041   ",63.6   ,"43,20,340   ",55.8   ,"6,02,701   ",12.2   
08,Colorado,2011,"39,22,230   ","27,33,075   ",69.7   ,"24,95,770   ",63.6   ,"2,37,305   ",8.7   
09,Connecticut,2011,"28,32,864   ","19,19,324   ",67.8   ,"17,46,327   ",61.6   ,"1,72,997   ",9.0   
10,Delaware,2011,"7,11,575   ","4,42,773   ",62.2   ,"4,09,905   ",57.6   ,"32,868   ",7.4   
11,District of Columbia,2011,"5,14,871   ","3,48,987   ",67.8   ,"3,13,812   ",60.9   ,"35,175   ",10.1   
12,Florida,2011,"1,51,89,526   ","92,79,259   ",61.1   ,"83,35,096   ",54.9   ,"9,44,163   ",10.2   
13,Georgia,2011,"73,78,938   ","47,29,160   ",64.1   ,"42,54,859   ",57.7   ,"4,74,301   ",10.0   
15,Hawaii,2011,"10,60,400   ","6,67,209   ",62.9   ,"6,22,433   ",58.7   ,"44,776   ",6.7   
16,Idaho,2011,"11,80,287   ","7,67,689   ",65.0   ,"7,02,881   ",59.6   ,"64,808   ",8.4   
17,Illinois,2011,"99,67,052   ","65,80,943   ",66.0   ,"59,37,379   ",59.6   ,"6,43,564   ",9.8   
18,Indiana,2011,"50,03,550   ","31,91,909   ",63.8   ,"29,06,966   ",58.1   ,"2,84,943   ",8.9   
19,Iowa,2011,"23,77,080   ","16,71,059   ",70.3   ,"15,77,432   ",66.4   ,"93,627   ",5.6   
20,Kansas,2011,"21,62,911   ","14,98,139   ",69.3   ,"14,02,910   ",64.9   ,"95,229   ",6.4   
21,Kentucky,2011,"33,72,629   ","20,62,869   ",61.2   ,"18,69,474   ",55.4   ,"1,93,395   ",9.4   
22,Louisiana,2011,"34,77,384   ","20,83,959   ",59.9   ,"19,30,909   ",55.5   ,"1,53,050   ",7.3   
23,Maine,2011,"10,80,191   ","7,00,374   ",64.8   ,"6,46,030   ",59.8   ,"54,344   ",7.8   
24,Maryland,2011,"45,63,018   ","31,00,402   ",67.9   ,"28,74,611   ",63.0   ,"2,25,791   ",7.3   
25,Massachusetts,2011,"53,06,141   ","34,87,104   ",65.7   ,"32,34,776   ",61.0   ,"2,52,328   ",7.2   
26,Michigan,2011,"77,61,417   ","46,70,031   ",60.2   ,"41,96,711   ",54.1   ,"4,73,320   ",10.1   
27,Minnesota,2011,"41,52,802   ","29,58,544   ",71.2   ,"27,64,588   ",66.6   ,"1,93,956   ",6.6   
28,Mississippi,2011,"22,43,904   ","13,46,785   ",60.0   ,"12,14,986   ",54.1   ,"1,31,799   ",9.8   
29,Missouri,2011,"46,47,293   ","30,25,993   ",65.1   ,"27,66,502   ",59.5   ,"2,59,491   ",8.6   
30,Montana,2011,"7,84,646   ","5,02,271   ",64.0   ,"4,68,962   ",59.8   ,"33,309   ",6.6   
31,Nebraska,2011,"14,01,470   ","10,05,791   ",71.8   ,"9,61,685   ",68.6   ,"44,106   ",4.4   
32,Nevada,2011,"20,90,275   ","13,59,376   ",65.0   ,"11,82,933   ",56.6   ,"1,76,443   ",13.0   
33,New Hampshire,2011,"10,60,970   ","7,36,771   ",69.4   ,"6,96,369   ",65.6   ,"40,402   ",5.5   
34,New Jersey,2011,"69,51,446   ","45,98,213   ",66.1   ,"41,66,134   ",59.9   ,"4,32,079   ",9.4   
35,New Mexico,2011,"15,84,599   ","9,29,841   ",58.7   ,"8,62,811   ",54.4   ,"67,030   ",7.2   
36,New York,2011,"1,55,50,270   ","95,79,458   ",61.6   ,"87,78,550   ",56.5   ,"8,00,908   ",8.4   
51000,New York city,2011,"66,76,171   ","40,01,394   ",59.9   ,"36,35,480   ",54.5   ,"3,65,914   ",9.1   
37,North Carolina,2011,"73,98,842   ","46,48,299   ",62.8   ,"41,65,997   ",56.3   ,"4,82,302   ",10.4   
38,North Dakota,2011,"5,34,114   ","3,89,585   ",72.9   ,"3,76,621   ",70.5   ,"12,964   ",3.3   
